Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Dustin Saenz","WSN",4,6,,5.103734224407181,17,17,0,0,,72.30000305175781,322,82,44,41,10,22,0,4,40,4.979252901860665,2.7385890960233654,1.8181818181818181,1.2448132254651663,0.12422360248447205,0.06832298136645963,0.05590062111801242,0.27702702702702703,1.4384508383153032,0.2926829268292683,0.6666666666666666,,,4.936880810062476,0.26298287494501965,,,,,,,,,200.82002258300784,2.7775935561060168,233.50001525878906,3.2295989682273194,,,,,,,,,,,,,,,,,,,"Dustin Saenz","sa3017610",685010
"Winston Santos","TEX",6,10,,5.326530612244898,22,21,0,0,,98,428,99,63,58,16,31,0,11,75,6.887755102040816,2.8469387755102042,2.4193548387096775,1.469387755102041,0.17523364485981308,0.07242990654205607,0.102803738317757,0.25647668393782386,1.3265306122448979,0.28135593220338984,0.6226765799256506,,,5.044030798697959,0.26152086147049736,,,,,,,,,295.00000000000006,3.010204081632654,306,3.122448979591837,,,,,,,,,,,,,,,,,,,"Winston Santos","sa3015952",692437
"Luis Cessa","PIT",3,6,,4.792207792207792,24,16,0,0,,77,340,86,44,41,10,29,0,1,46,5.376623376623376,3.3896103896103895,1.5862068965517242,1.1688311688311688,0.13529411764705881,0.08529411764705883,0.04999999999999999,0.27741935483870966,1.4935064935064934,0.2992125984251969,0.7029702970297029,,,4.828817440627457,0.26105490690504307,,,,,,,,,225.20000000000007,2.9246753246753254,257,3.3376623376623376,,,,,,,,,,,,,,,,,,,"Luis Cessa","13345",570666
"Valente Bellozo","MIA",5,8,,4.887931034482759,24,21,0,0.6065999865531921,,116,507,127,68,63,20,39,1,3,85,6.594827586206897,3.0258620689655173,2.1794871794871793,1.5517241379310345,0.16765285996055226,0.07692307692307693,0.09072978303747534,0.2731182795698925,1.4310344827586208,0.2972222222222222,0.7101449275362319,,,5.028548743807036,0.2599428520160655,,,,,,,,,328.62639994621287,2.8329862064328695,366.42639994621277,3.1588482753983858,,,,,,,,,,,,,,,,,,,"Valente Bellozo","23899",678368
"Jared Kollar","SDP",6,7,,4.833333333333333,25,20,0,0,,108,468,115,63,58,18,33,0,3,75,6.25,2.75,2.272727272727273,1.5,0.16025641025641027,0.07051282051282051,0.08974358974358976,0.2662037037037037,1.3703703703703705,0.2861356932153392,0.6921824104234527,,,4.944257556067573,0.25665229892663727,,,,,,,,,320.80000000000007,2.970370370370371,348,3.2222222222222223,,,,,,,,,,,,,,,,,,,"Jared Kollar","sa3020439",806577
"Wil Jensen","CHC",4,5,,4.3742404210313195,30,8,0,0,,82.30000305175781,358,83,43,40,12,30,0,2,69,7.545564726279027,3.28068031577349,2.3,1.312272126309396,0.19273743016759776,0.08379888268156424,0.10893854748603352,0.254601226993865,1.3730254654903864,0.2897959183673469,0.7276507276507276,,,4.55165591161638,0.25659517592079667,,,,,,,,,287.6200225830078,3.4947753574459273,297.50001525878906,3.6148238666734156,,,,,,,,,,,,,,,,,,,"Wil Jensen","sa3014786",669192
"Taylor Rogers","CIN",3,3,,4.563894593954873,54,0,5.360000133514404,12.388400077819824,,49.29999923706055,218,46,27,25,7,21,2,4,60,10.953347025491695,3.8336714589220935,2.857142857142857,1.2778904863073646,0.27522935779816515,0.0963302752293578,0.17889908256880735,0.23834196891191708,1.3590263901998956,0.30952380952380953,0.6993006993006993,,,4.099542673053903,0.25595889018115814,,,,,,,,,280.47359533309935,5.689119668834751,276.85359716415405,5.61569171295308,,,,,,,,,,,,,,,,,,,"Taylor Rogers","13449",573124
"Chase Solesky","WSN",3,6,,5.006046133944865,19,17,0,0,,82.69999694824219,369,94,50,46,12,29,0,2,50,5.441354493418332,3.155985606182633,1.7241379310344827,1.3059250784203997,0.13550135501355012,0.07859078590785908,0.05691056910569105,0.2781065088757396,1.4873035615343442,0.2971014492753623,0.687382297551789,,,4.968172710554976,0.25463584093807234,,,,,,,,,226.97997741699223,2.7446189334087605,264.49998474121094,3.198307067734819,,,,,,,,,,,,,,,,,,,"Chase Solesky","sa3009940",686678
"Kyle Amendt","ARI",5,3,,3.477272727272727,44,0,0,0,,44,190,36,18,17,4,25,0,0,52,10.636363636363637,5.113636363636363,2.08,0.8181818181818182,0.2736842105263158,0.13157894736842105,0.14210526315789476,0.21818181818181817,1.3863636363636365,0.29357798165137616,0.776173285198556,,,3.6892070510170676,0.2544223943913639,,,,,,,,,211.8,4.8136363636363635,197,4.4772727272727275,,,,,,,,,,,,,,,,,,,"Kyle Amendt","sa3022904",694900
"Andrew Walters","CLE",3,3,,3.8135593220338984,60,1,0,4.448400020599365,,59,250,47,27,25,6,30,0,4,66,10.067796610169491,4.576271186440678,2.2,0.9152542372881356,0.264,0.12,0.14400000000000002,0.2175925925925926,1.305084745762712,0.2847222222222222,0.728862973760933,,,3.9800391003236935,0.2532649482296024,,,,,,,,,288.3936000823975,4.888027120040635,264.79360008239746,4.488027120040635,,,,,,,,,,,,,,,,,,,"Andrew Walters","33834",689958
"Brooks Raley","NYM",1,1,,3.923705640502729,44,0,0,0,,36.70000076293945,157,31,17,16,3,16,1,3,38,9.318800896193983,3.923705640502729,2.375,0.7356948075942618,0.24203821656050956,0.10191082802547771,0.14012738853503184,0.2246376811594203,1.280653924330752,0.28865979381443296,0.7009345794392524,,,3.7114388950262853,0.2529816234048571,,,,,,,,,173.08000564575195,4.716076350072786,163.50000381469727,4.45504088326351,,,,,,,,,,,,,,,,,,,"Brooks Raley","10061",548384
"Sean Reid-Foley","NYM",2,2,,3.9705882352941178,36,0,0,0.6718999743461609,,34,148,27,16,15,3,20,0,0,41,10.852941176470589,5.294117647058823,2.05,0.7941176470588235,0.27702702702702703,0.13513513513513514,0.14189189189189189,0.2109375,1.3823529411764706,0.2857142857142857,0.7242990654205608,,,3.666479778289795,0.2521597581758991,,,,,,,,,169.18759989738464,4.976105879334843,155.68759989738464,4.579047055805431,,,,,,,,,,,,,,,,,,,"Sean Reid-Foley","17034",656887
"Jack Dreyer","LAD",4,3,,4.0754716981132075,44,0,0,0.7239999771118164,,53,222,47,26,24,8,19,0,0,57,9.679245283018869,3.2264150943396226,3,1.3584905660377358,0.25675675675675674,0.08558558558558559,0.17117117117117114,0.2315270935960591,1.2452830188679245,0.2826086956521739,0.7299270072992701,,,4.053272231119983,0.24965314064349342,,,,,,,,,231.49599990844735,4.367849054876365,220.89599990844727,4.167849054876363,,,,,,,,,,,,,,,,,,,"Jack Dreyer","30249",676263
"Ian Gibaut","CIN",3,3,,4.563894593954873,47,1,0,0.6014000177383423,,49.29999923706055,218,49,27,25,6,20,2,3,48,8.762677620393356,3.6511156751638985,2.4,1.0953347025491695,0.22018348623853212,0.09174311926605505,0.12844036697247707,0.2512820512820513,1.3995943421461612,0.3049645390070922,0.693069306930693,,,4.200962552919567,0.2495396571239298,,,,,,,,,193.02559442520143,3.9153265195204567,197.9055962562561,4.014312359410414,,,,,,,,,,,,,,,,,,,"Ian Gibaut","17871",664139
"Josh Fleming","SEA",4,4,,4.242857142857143,36,6,0,0.6220999956130981,,70,306,77,36,33,7,20,2,2,40,5.142857142857143,2.5714285714285716,2,0.9,0.13071895424836602,0.06535947712418301,0.06535947712418301,0.2711267605633803,1.3857142857142857,0.29535864978902954,0.6995412844036697,,,4.266479778289796,0.24664095646358236,,,,,,,,,248.18839998245235,3.545548571177891,275.4883999824524,3.9355485711778915,,,,,,,,,,,,,,,,,,,"Josh Fleming","20418",676596
"Emiliano Teodo","TEX",4,5,,5.139442022784431,20,17,0,0,,75.30000305175781,337,69,46,43,11,41,0,5,73,8.725099247982872,4.900398207771202,1.7804878048780488,1.3147409825727614,0.2166172106824926,0.12166172106824925,0.09495548961424334,0.23711340206185566,1.4608233139697349,0.28019323671497587,0.6765327695560254,,,4.959308390889015,0.24663513233529316,,,,,,,,,250.52002258300777,3.326958996413475,241.50001525878906,3.2071713874007797,,,,,,,,,,,,,,,,,,,"Emiliano Teodo","sa3015158",693713
"Wily Peralta","PIT",3,4,,4.5904175271845835,21,13,0,0,,64.69999694824219,289,68,36,33,8,30,0,2,48,6.676970948632121,4.173106842895076,1.6,1.112828491438687,0.16608996539792387,0.10380622837370242,0.06228373702422145,0.26459143968871596,1.5146832244582127,0.29850746268656714,0.7142857142857143,,,4.773898710367899,0.24610315966615925,,,,,,,,,203.57997741699222,3.1465222105010193,219.49998474121094,3.392581067921897,,,,,,,,,,,,,,,,,,,"Wily Peralta","7738",503449
"Jesus Tinoco","MIA",1,2,,4.013722179455009,46,1,6.578999996185303,10.529500007629395,,58.29999923706055,250,55,28,26,7,23,0,2,57,8.799314008805212,3.5506003895178924,2.4782608695652173,1.0806175098532715,0.228,0.092,0.136,0.24444444444444444,1.3379073931516696,0.2981366459627329,0.7331378299120235,,,4.058418040390908,0.245719383545435,,,,,,,,,316.3329943656921,5.425951946918781,314.5129961967468,5.394734139152699,,,,,,,,,,,,,,,,,,,"Jesus Tinoco","16300",622786
"Duncan Davitt","TBR",6,8,,4.885004736962754,24,21,0,0,,108.69999694824219,477,114,64,59,17,36,0,7,82,6.789328617473658,2.98068085645185,2.2777777777777777,1.407543737768929,0.1719077568134172,0.07547169811320754,0.09643605870020965,0.2626728110599078,1.3799448409499306,0.28955223880597014,0.6814580031695721,,,4.877611381067709,0.2420810071901256,,,,,,,,,333.8799774169922,3.0715730155537178,357.49998474121094,3.2888683972220862,,,,,,,,,,,,,,,,,,,"Duncan Davitt","sa3020394",701474
"Trevor Richards","CHC",2,2,,4.249578469513846,50,2,0,0.6420999765396118,,59.29999923706055,248,49,30,28,8,26,1,1,66,10.016863535282637,3.9460371502628573,2.5384615384615383,1.214165277003956,0.2661290322580645,0.10483870967741936,0.16129032258064513,0.22171945701357465,1.2647554968791208,0.2789115646258503,0.7053291536050157,,,4.060240329417708,0.2393471118815128,,,,,,,,,266.58839426040663,4.495588493933701,246.06839609146118,4.149551420865391,,,,,,,,,,,,,,,,,,,"Trevor Richards","19309",670950
"Abner Uribe","MIL",2,1,,3.7417942482546507,44,0,0,6.6305999755859375,,45.70000076293945,194,32,21,19,4,28,1,3,56,11.028446205382128,5.514223102691064,2,0.7877461575272949,0.28865979381443296,0.14432989690721648,0.14432989690721648,0.19631901840490798,1.3129102625454916,0.27184466019417475,0.7169117647058824,,,3.8885804226898153,0.23906153348437154,,,,,,,,,251.30240554809575,5.498958454107733,222.02240371704102,4.85825820591869,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Andrew Kittredge","BAL",5,4,,3.612565493126854,59,0,0,0.6330999732017517,,57.29999923706055,235,55,25,23,8,14,2,1,52,8.167539375765061,2.198952908859824,3.7142857142857144,1.256544519348471,0.22127659574468084,0.059574468085106386,0.16170212765957445,0.25,1.2041884977089514,0.29375,0.7612456747404844,,,3.9518201028825892,0.23798825854990927,,,,,,,,,244.1523942470551,4.260949345513114,244.03239607810974,4.258855136603112,,,,,,,,,,,,,,,,,,,"Andrew Kittredge","12828",552640
"Spenser Watkins","WSN",4,7,,5.1,21,18,0,0,,90,402,102,55,51,13,32,0,4,56,5.6,3.2,1.75,1.3,0.13930348258706468,0.07960199004975124,0.05970149253731344,0.2786885245901639,1.488888888888889,0.2996632996632997,0.6822107081174439,,,4.999813111623128,0.23783937202579833,,,,,,,,,244.90000000000003,2.7211111111111115,285,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Spenser Watkins","17489",657093
"Jay Groome","SDP",5,7,,4.970263510348687,24,23,0,0,,117.69999694824219,526,112,70,65,16,63,0,7,100,7.6465592466902885,4.817332325414881,1.5873015873015872,1.223449479470446,0.19011406844106463,0.11977186311787072,0.07034220532319391,0.24561403508771928,1.4868309646342226,0.2823529411764706,0.6880733944954128,,,5.018646351376998,0.23765190776156858,,,,,,,,,372.9799774169924,3.1689038834980425,370.49998474121094,3.147833426912797,,,,,,,,,,,,,,,,,,,"Jay Groome","sa917925",666130
"Tony Santillan","CIN",4,5,,4.477611996951025,56,2,5.360000133514404,10.037199974060059,,60.29999923706055,262,53,32,30,8,29,1,5,67,10.000000126523958,4.328358263719325,2.310344827586207,1.1940298658536068,0.25572519083969464,0.11068702290076336,0.14503816793893126,0.2324561403508772,1.3598673472221634,0.29411764705882354,0.7062146892655368,,,4.360509644143402,0.2351689090744608,,,,,,,,,308.96879491806027,5.123860677068918,296.448796749115,4.916232180761235,,,,,,,,,,,,,,,,,,,"Tony Santillan","19926",663574
"Jackson Jobe","DET",4,5,,4.755732656895869,26,24,0,0.580299973487854,,100.30000305175781,429,99,57,53,17,37,0,3,77,6.909271973226074,3.3200397793423995,2.081081081081081,1.5254236824005618,0.1794871794871795,0.08624708624708624,0.09324009324009325,0.2544987146529563,1.3559321621338327,0.27796610169491526,0.7040998217468806,,,5.030886501223815,0.23287366555122826,,,,,,,,,312.04122247695926,3.111078893147557,316.8212151527405,3.158735847587674,,,,,,,,,,,,,,,,,,,"Jackson Jobe","30203",695549
"Aaron Shortridge","PIT",4,7,,4.95,19,15,0,0,,80,357,89,48,44,11,30,0,3,51,5.7375,3.375,1.7,1.2375,0.14285714285714285,0.08403361344537816,0.05882352941176469,0.27469135802469136,1.4875,0.29770992366412213,0.6853281853281854,,,4.916479778289795,0.23212883690716749,,,,,,,,,228.29999999999998,2.85375,260,3.25,,,,,,,,,,,,,,,,,,,"Aaron Shortridge","sa3006759",663336
"Huascar Brazobán","NYM",3,2,,3.9779006083774826,41,0,0,0.6718999743461609,,54.29999923706055,237,46,26,24,5,28,1,3,58,9.613259803578917,4.6408840431070635,2.0714285714285716,0.8287292934119755,0.24472573839662448,0.11814345991561181,0.12658227848101267,0.22330097087378642,1.362799282499693,0.2867132867132867,0.7164179104477612,,,3.9399604521409723,0.23058854701536005,,,,,,,,,246.40759425163276,4.537893143900009,232.18759608268738,4.2760147209029045,,,,,,,,,,,,,,,,,,,"Huascar Brazoban","6107",623211
"TJ Shook","NYM",6,9,,4.8557090943343555,25,12,0,0,,79.69999694824219,352,76,46,43,11,34,0,8,70,7.9046427117070905,3.839397888543444,2.0588235294117645,1.2421581404111144,0.19886363636363635,0.09659090909090909,0.10227272727272727,0.24516129032258063,1.3801757115679048,0.2838427947598253,0.6765327695560254,,,4.785049476401247,0.22989883600286615,,,,,,,,,270.87997741699223,3.3987451416454113,269.49998474121094,3.381430301888548,,,,,,,,,,,,,,,,,,,"TJ Shook","sa3014915",669298
"Jackson Stephens","ATL",4,3,,4.082073501390387,29,2,0,0,,46.29999923706055,200,46,23,21,5,14,1,4,39,7.580993645439291,2.721382334260258,2.7857142857142856,0.9719222622358065,0.195,0.07,0.125,0.25274725274725274,1.295896349647742,0.2971014492753623,0.6981132075471698,,,4.0520089505490855,0.22958301401299896,,,,,,,,,185.519994354248,4.006911391172328,190.49999618530273,4.11447082774071,,,,,,,,,,,,,,,,,,,"Jackson Stephens","14420",623451
"Joe Kelly","LAD",2,2,,4.313099146665607,35,1,0,0,,31.299999237060547,138,27,16,15,3,16,1,3,36,10.351437951997458,4.600639089776648,2.25,0.8626198293331214,0.2608695652173913,0.11594202898550725,0.14492753623188404,0.226890756302521,1.3738019504194157,0.3,0.6958762886597939,,,3.9332529599192365,0.22956279657226578,,,,,,,,,139.51999435424807,4.45750791549702,132.49999618530273,4.233226818370559,,,,,,,,,,,,,,,,,,,"Joe Kelly","9761",523260
"Franco Aleman","CLE",4,3,,3.9225182322674073,29,2,0,0,,41.29999923706055,178,37,19,18,5,15,0,4,43,9.370460221527695,3.2687651935561726,2.8666666666666667,1.0895883978520575,0.24157303370786518,0.08426966292134831,0.15730337078651685,0.23270440251572327,1.259079926406822,0.2882882882882883,0.7333333333333333,,,4.038150496571441,0.22877101518411844,,,,,,,,,176.91999435424805,4.283777182143115,170.49999618530273,4.128329281718354,,,,,,,,,,,,,,,,,,,"Franco Aleman","sa3018178",680916
"Randy Rodríguez","SFG",3,3,,4.084278717730027,41,3,0,9.824399948120117,,61.70000076293945,270,55,30,28,6,30,0,5,63,9.18962711489256,4.3760129118536,2.1,0.8752025823707199,0.23333333333333334,0.1111111111111111,0.12222222222222223,0.23404255319148937,1.3776336944724294,0.29518072289156627,0.7180156657963447,,,4.090304726347777,0.22856974704012828,,,,,,,,,300.0776054382324,4.863494355391907,290.79760360717773,4.71308914118924,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
"Declan Cronin","MIA",3,3,,4.173106842895076,52,0,0,0.6065999865531921,,64.69999694824219,288,66,32,30,6,25,1,5,56,7.789799440070809,3.4775890357458965,2.24,0.8346213685790151,0.19444444444444445,0.08680555555555555,0.1076388888888889,0.2558139534883721,1.4064915655683403,0.30612244897959184,0.7142857142857143,,,4.032013049408774,0.22760013492260708,,,,,,,,,257.806377363205,3.9846428056162257,269.9263846874237,4.171969048211173,,,,,,,,,,,,,,,,,,,"Declan Cronin","25645",686539
"Jalen Beeks","ARI",5,4,,3.640167518952715,54,2,0,4.33489990234375,,71.69999694824219,316,71,31,29,7,28,1,4,62,7.7824271094851145,3.5146445010577936,2.2142857142857144,0.8786611252644484,0.1962025316455696,0.08860759493670886,0.10759493670886075,0.25,1.3807531968441333,0.29767441860465116,0.7623318385650224,,,4.045140903554244,0.22683588252197315,,,,,,,,,305.2195770263671,4.256898047662329,312.83958435058594,4.363174304964256,,,,,,,,,,,,,,,,,,,"Jalen Beeks","17192",656222
"Hayden Juenger","TOR",4,4,,4.285714096984683,49,4,0,0,,69.30000305175781,300,66,36,33,9,26,0,4,61,7.922077573214111,3.376623227927326,2.3461538461538463,1.168831117359459,0.20333333333333334,0.08666666666666667,0.11666666666666667,0.24444444444444444,1.3275612690996323,0.285,0.7052896725440806,,,4.393030950827499,0.22659886244257932,,,,,,,,,262.52002258300786,3.788167547221327,261.50001525878906,3.773448827462296,,,,,,,,,,,,,,,,,,,"Hayden Juenger","sa3017103",696522
"Johan Dominguez","CHW",4,7,,5.15625,23,19,0,0,,96,430,105,59,55,15,38,0,6,68,6.375,3.5625,1.7894736842105263,1.40625,0.15813953488372093,0.08837209302325581,0.06976744186046512,0.27202072538860106,1.4895833333333333,0.297029702970297,0.6885245901639344,,,5.156063111623128,0.22644103021378026,,,,,,,,,256.9000000000001,2.6760416666666678,289,3.0104166666666665,,,,,,,,,,,,,,,,,,,"Johan Dominguez","sa916727",667339
"Luis Patiño","SDP",3,4,,4.666666666666667,16,11,0,0.6158000230789185,,54,232,52,30,28,8,21,1,2,44,7.333333333333333,3.5,2.0952380952380953,1.3333333333333333,0.1896551724137931,0.09051724137931035,0.09913793103448275,0.24880382775119617,1.3518518518518519,0.2802547770700637,0.6957928802588997,,,4.7405538523638695,0.2262658318982098,,,,,,,,,187.4632000923157,3.4715407424502907,187.46320009231567,3.47154074245029,,,,,,,,,,,,,,,,,,,"Luis Patino","22815",672715
"Trevor Gott","SEA",2,2,,3.853904208053008,42,0,0,0.6220999956130981,,39.70000076293945,169,36,18,17,4,14,1,2,40,9.068009901301195,3.1738034654554186,2.857142857142857,0.9068009901301196,0.23668639053254437,0.08284023668639054,0.15384615384615383,0.23529411764705882,1.259445819625166,0.29357798165137616,0.7207207207207208,,,3.670258106139862,0.22375240127496668,,,,,,,,,185.46840562820432,4.671748162819731,180.98840379714966,4.558901771259033,,,,,,,,,,,,,,,,,,,"Trevor Gott","15046",641627
"Wikelman González","CHW",3,6,,5.300113067104626,25,22,0,0,,88.30000305175781,399,86,56,52,13,49,0,7,81,8.255945354528361,4.994337313233206,1.653061224489796,1.3250282667761566,0.20300751879699247,0.12280701754385964,0.08020050125313283,0.25072886297376096,1.5288787693571038,0.2931726907630522,0.6763698630136986,,,5.148359664493448,0.22297323912301797,,,,,,,,,263.92002258300784,2.9889016247067266,266.50001525878906,3.0181201137963467,,,,,,,,,,,,,,,,,,,"Wikelman Gonzalez","26641",682790
"Kyle Leahy","STL",4,5,,4.270462478856261,39,6,0,9.957900047302246,,84.30000305175781,367,84,43,40,10,32,0,4,66,7.04626309011283,3.4163699830850085,2.0625,1.0676156197140652,0.17983651226158037,0.08719346049046321,0.09264305177111716,0.2537764350453172,1.376037909853684,0.2901960784313726,0.7156862745098039,,,4.423893730397472,0.22258057517627636,,,,,,,,,346.2516227722168,4.107373786921789,355.33161544799805,4.215084253672381,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Nick Ramirez","LAD",2,2,,4.2281878472963905,35,2,0,0,,44.70000076293945,195,48,23,21,5,14,1,1,31,6.241610631723244,2.818791898197594,2.2142857142857144,1.0067113922134263,0.15897435897435896,0.07179487179487179,0.08717948717948718,0.26666666666666666,1.3870245848273874,0.2986111111111111,0.7090909090909091,,,4.24030526331745,0.22120717837899603,,,,,,,,,161.48000564575193,3.612528028850375,175.50000381469727,3.9261745149723453,,,,,,,,,,,,,,,,,,,"Nick Ramirez","12575",598286
"Justin Topa","MIN",3,2,,3.793910939238306,48,0,0,6.50600004196167,,42.70000076293945,184,42,19,18,4,13,3,4,36,7.587821878476612,2.7400467894498877,2.769230769230769,0.8430913198307346,0.1956521739130435,0.07065217391304347,0.125,0.25149700598802394,1.2880561830747335,0.2992125984251969,0.728744939271255,,,3.892475081477372,0.21965040621306095,,,,,,,,,204.6040058135987,4.791662814001173,208.52400398254395,4.883466048167565,,,,,,,,,,,,,,,,,,,"Justin Topa","15145",623437
"Jackson Kowar","SEA",4,5,,4.6189733422085855,26,9,0,0.6220999956130981,,64.30000305175781,289,62,36,33,8,31,0,5,64,8.958008906101497,4.339035563892913,2.064516129032258,1.1197511132626872,0.22145328719723184,0.10726643598615918,0.11418685121107267,0.2450592885375494,1.4463451879643043,0.2983425414364641,0.6968215158924206,,,4.472856077096264,0.2168561805028754,,,,,,,,,238.7084225654602,3.7124169710118617,239.98841524124146,3.7323235435628916,,,,,,,,,,,,,,,,,,,"Jackson Kowar","21549",663804
"Ricardo Pinto","PHI",3,4,,5.146831772903927,19,8,0,0,,64.69999694824219,294,70,40,37,8,27,0,5,46,6.398763825772449,3.7557961586055684,1.7037037037037037,1.112828491438687,0.1564625850340136,0.09183673469387756,0.06462585034013606,0.26717557251908397,1.499227273188231,0.2980769230769231,0.6643356643356644,,,4.835722515447825,0.21647527847925893,,,,,,,,,194.37997741699223,3.0043274588171873,215.49998474121094,3.3307572628419697,,,,,,,,,,,,,,,,,,,"Ricardo Pinto","16318",620982
"J.J. Niekro","ATL",3,4,,4.795737187546307,12,10,0,0,,56.29999923706055,251,62,32,30,8,21,0,1,40,6.394316250061744,3.357016031282415,1.9047619047619047,1.2788632500123487,0.1593625498007968,0.08366533864541832,0.07569721115537849,0.27074235807860264,1.4742451354309019,0.2983425414364641,0.7103064066852368,,,4.7650588408052315,0.2151227842137365,,,,,,,,,171.0199943542481,3.037655358291212,191.49999618530273,3.401420937484564,,,,,,,,,,,,,,,,,,,"J.J. Niekro","sa3017129",673908
"Brett Kennedy","CIN",3,4,,5.459272024868388,15,11,0,0,,57.70000076293945,258,64,38,35,9,21,0,4,40,6.239168028421015,3.275563214921033,1.9047619047619047,1.4038128063947284,0.15503875968992248,0.08139534883720931,0.07364341085271317,0.27467811158798283,1.4731368955994062,0.29891304347826086,0.649171270718232,,,5.107554276020777,0.21496473205627273,,,,,,,,,154.880005645752,2.6842288318517835,176.50000381469727,3.0589255022690174,,,,,,,,,,,,,,,,,,,"Brett Kennedy","17877",664028
"Bryce Jarvis","ARI",4,4,,4.163700916884854,35,10,0,0.6502000093460083,,84.30000305175781,372,81,42,39,9,40,2,4,67,7.153024652084237,4.270462478856261,1.675,0.9608540577426586,0.18010752688172044,0.10752688172043011,0.07258064516129033,0.24695121951219512,1.4353498887266876,0.2857142857142857,0.7287822878228782,,,4.530655292368879,0.21452531011474701,,,,,,,,,307.1208226203918,3.6431887485440337,309.1008152961731,3.6666762052949626,,,,,,,,,,,,,,,,,,,"Bryce Jarvis","27477",686826
"Casey Legumina","SEA",3,4,,4.151565021953991,37,3,0,0.6220999956130981,,60.70000076293945,262,59,30,28,7,21,0,3,53,7.858319505841483,3.113673766465493,2.5238095238095237,1.0378912554884978,0.20229007633587787,0.08015267175572519,0.12213740458015268,0.24789915966386555,1.3179571498266638,0.29213483146067415,0.7122507122507122,,,4.105524247541293,0.2118158006003458,,,,,,,,,246.16840562820434,4.055492628239028,248.98840379714966,4.101950587604773,,,,,,,,,,,,,,,,,,,"Casey Legumina","25921",668984
"Chase Chaney","MIN",6,9,,4.986807521710896,24,20,0,0,,113.69999694824219,509,130,68,63,16,38,1,7,64,5.0659631966586876,3.0079156480160956,1.6842105263157894,1.2664907991646719,0.12573673870333987,0.07465618860510806,0.051080550098231814,0.2801724137931034,1.4775725990254505,0.296875,0.6868131868131868,,,5.057420902042604,0.20951965861137012,,,,,,,,,299.5799774169923,2.634828368142923,353.49998474121094,3.1090588762471913,,,,,,,,,,,,,,,,,,,"Chase Chaney","sa3010369",681116
"Jarrod Cande","COL",4,6,,5.362946734925085,21,19,0,0,,92.30000305175781,412,104,59,55,16,32,0,6,62,6.045503592097369,3.120259918501868,1.9375,1.560129959250934,0.15048543689320387,0.07766990291262135,0.07281553398058252,0.27807486631016043,1.473456072625882,0.2972972972972973,0.6778169014084507,,,5.311658472259829,0.2084263062740997,,,,,,,,,225.8200225830078,2.4465873793782844,263.50001525878906,2.8548213060299656,,,,,,,,,,,,,,,,,,,"Jarrod Cande","sa3017813",686662
"Walter Pennington","TEX",5,5,,4.434782608695652,48,2,0,0.6265000104904175,,69,302,66,37,34,8,29,1,3,62,8.08695652173913,3.782608695652174,2.1379310344827585,1.0434782608695652,0.2052980132450331,0.09602649006622517,0.10927152317880794,0.24444444444444444,1.3768115942028984,0.29,0.6921241050119332,,,4.267929053652114,0.20775151741682377,,,,,,,,,271.1060000419617,3.9290724643762562,271.50600004196167,3.9348695658255313,,,,,,,,,,,,,,,,,,,"Walter Pennington","27624",679156
"Mike Paredes","MIN",3,3,,4.4783307129485594,29,5,0,0,,62.29999923706055,271,68,34,31,9,18,0,0,44,6.3563403667656955,2.600321059131421,2.4444444444444446,1.3001605295657106,0.16236162361623616,0.06642066420664207,0.09594095940959409,0.26877470355731226,1.3804173523784087,0.295,0.7084468664850135,,,4.498743036980585,0.20743192404939223,,,,,,,,,207.51999435424807,3.3309790833962025,228.49999618530273,3.66773674130921,,,,,,,,,,,,,,,,,,,"Mike Paredes","sa3017968",702474
"Jose Fleury","HOU",3,3,,4.57831344005226,21,12,0,0,,74.69999694824219,325,73,41,38,12,31,0,3,66,7.9518075537749775,3.7349399116215802,2.129032258064516,1.4457831915954504,0.20307692307692307,0.09538461538461539,0.10769230769230768,0.2508591065292096,1.3922356659808042,0.2863849765258216,0.7224770642201834,,,4.853226835151154,0.20677530035919223,,,,,,,,,245.37997741699218,3.284872656514431,247.49998474121094,3.3132529431386413,,,,,,,,,,,,,,,,,,,"Jose Fleury","sa3019255",800067
