Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",13,7,,2.6952436393116215,28,28,0,0,,170.3000030517578,673,135,55,51,13,33,0,5,196,10.358191241276035,1.743981178378108,5.9393939393939394,0.687022888451982,0.2912332838038633,0.04903417533432392,0.2421991084695394,0.2125984251968504,0.986494403931051,0.2863849765258216,0.7543391188251001,,,2.52643281383453,5.513861512083966,,,,,,,,,1027.3200225830078,6.032413412645584,960.5000152587891,5.640046964455265,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Logan Webb","SFG",14,9,,3.1683673469387754,32,32,0,0,,196,800,181,75,69,14,42,1,5,167,7.668367346938775,1.9285714285714286,3.9761904761904763,0.6428571428571429,0.20875,0.0525,0.15625,0.2403718459495352,1.1377551020408163,0.291958041958042,0.727630285152409,,,3.110357329310203,4.49969535410291,,,,,,,,,1000.6,5.105102040816327,991,5.0561224489795915,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",12,5,,2.8518792093090983,29,29,0,0,,135.6999969482422,563,112,46,43,10,45,2,3,174,11.540162381855422,2.984524753928126,3.8666666666666667,0.6632277230951392,0.30905861456483125,0.07992895204262877,0.22912966252220246,0.2174757281553398,1.1569639169548538,0.3081570996978852,0.7762237762237763,,,2.621159205967125,4.189652376063917,,,,,,,,,793.9799774169921,5.8509948067266855,752.4999847412109,5.54532057232267,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Zack Wheeler","PHI",12,7,,3.2783153671293372,28,28,0,0,,175.6999969482422,712,147,69,64,17,46,0,7,182,9.322709325274053,2.356289170124211,3.9565217391304346,0.8708025193937302,0.2556179775280899,0.06460674157303371,0.1910112359550562,0.22306525037936267,1.0984633087777118,0.2826086956521739,0.7328605200945627,,,3.257544094043388,4.149854072058179,,,,,,,,,913.8799774169922,5.201365926524197,862.4999847412109,4.908935684246408,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Corbin Burnes","ARI",14,7,,3.0164835164835164,30,30,0,0,,182,739,152,66,61,15,50,0,7,182,9,2.4725274725274726,3.64,0.7417582417582418,0.2462787550744249,0.06765899864682003,0.17861975642760486,0.22287390029325513,1.10989010989011,0.2824742268041237,0.7513812154696132,,,3.177468789278806,4.041974130802261,,,,,,,,,960.0999999999999,5.275274725274725,908,4.989010989010989,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Aaron Nola","PHI",11,9,,3.809006990644781,30,30,0,0,,184.3000030517578,753,168,84,78,23,41,0,5,183,8.93651640112814,2.002170341236359,4.463414634146342,1.1231687280106406,0.24302788844621515,0.05444887118193891,0.18857901726427623,0.2376237623762376,1.1340205997788593,0.2894211576846307,0.7070135746606334,,,3.5517212260615607,3.690715284539747,,,,,,,,,872.1200225830078,4.7320673257834205,850.5000152587891,4.614758552228234,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Paul Skenes","PIT",9,6,,3.2884615384615383,30,30,0,0,,156,634,129,62,57,17,45,0,4,181,10.442307692307692,2.5961538461538463,4.022222222222222,0.9807692307692307,0.2854889589905363,0.07097791798107256,0.21451104100946372,0.2205128205128205,1.1153846153846154,0.28940568475452194,0.7456724367509987,,,3.2049413167513334,3.617536871563969,,,,,,,,,824.9000000000001,5.287820512820513,774,4.961538461538462,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"George Kirby","SEA",13,9,,3.375649103856529,30,30,0,0,,173.3000030517578,705,162,70,65,19,26,0,6,162,8.413156228073195,1.3502596415426116,6.230769230769231,0.9867281995888315,0.2297872340425532,0.03687943262411347,0.19290780141843972,0.24071322436849926,1.0848239855128674,0.29065040650406504,0.7311028500619579,,,3.2761162449107766,3.56614641775592,,,,,,,,,855.5200225830079,4.936641705237005,847.5000152587891,4.890363533379019,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Dylan Cease","SDP",12,9,,3.483210077574921,32,32,0,0,,175.6999969482422,727,141,74,68,19,66,1,5,207,10.60330126555895,3.380762722352129,3.1363636363636362,0.973249874616522,0.28473177441540576,0.0907840440165062,0.19394773039889956,0.2149390243902439,1.1781445850621055,0.2837209302325581,0.737250554323725,,,3.4282896860813743,3.555759865480577,,,,,,,,,900.8799774169921,5.127376169974402,832.4999847412109,4.738190092208421,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Yoshinobu Yamamoto","LAD",11,6,,3.397391972326819,24,24,0,0,,145.6999969482422,566,113,59,55,16,31,0,3,149,9.203843706849018,1.9148936571296615,4.806451612903226,0.9883322101314382,0.26325088339222613,0.054770318021201414,0.20848056537102472,0.212406015037594,0.9883322101314382,0.26430517711171664,0.6990131578947368,,,3.2488407958007484,3.5256895005214557,,,,,,,,,783.5799774169923,5.3780370201061,716.4999847412109,4.917638982489047,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Chris Sale","ATL",11,5,,3.058568262226973,24,24,0,0,,138.3000030517578,570,118,51,47,14,37,0,8,168,10.932754639449607,2.40780905749783,4.54054054054054,0.9110628866208006,0.29473684210526313,0.06491228070175438,0.22982456140350876,0.22476190476190477,1.1207519637001913,0.3032069970845481,0.7680945347119645,,,3.0290972795136426,3.426362420726041,,,,,,,,,745.4200225830077,5.389877123169979,710.5000152587891,5.1373824987761525,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Logan Gilbert","SEA",11,8,,3.375594240351315,32,32,0,0,,189.3000030517578,762,162,77,71,23,45,1,4,191,9.080823942353538,2.1394611382508333,4.2444444444444445,1.0935023595504259,0.25065616797900264,0.05905511811023622,0.19160104986876642,0.22720897615708274,1.0935023595504259,0.2785571142284569,0.7437070938215102,,,3.504567464334371,3.3510856157213613,,,,,,,,,931.7200225830077,4.921922913695145,882.5000152587891,4.6619123139554235,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Spencer Strider","ATL",10,6,,3.221957118795806,24,22,0,0,,125.69999694824219,511,97,49,45,14,37,0,6,172,12.315036098508413,2.649164742120996,4.648648648648648,1.0023866591809174,0.33659491193737767,0.07240704500978473,0.26418786692759294,0.20726495726495728,1.0660302565892297,0.29432624113475175,0.743006993006993,,,2.903949938980507,3.287546038454221,,,,,,,,,720.7799774169921,5.734128837837427,661.4999847412109,5.262529839309288,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Max Fried","NYY",12,7,,3.388888888888889,27,27,0,0,,162,664,140,66,61,15,47,1,6,146,8.11111111111111,2.611111111111111,3.106382978723404,0.8333333333333334,0.21987951807228914,0.07078313253012049,0.14909638554216864,0.22913256955810146,1.154320987654321,0.2777777777777778,0.7289156626506024,,,3.549195827672511,3.259123170378824,,,,,,,,,783.3,4.835185185185185,748,4.617283950617284,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Blake Snell","LAD",9,6,,3.3834586466165413,26,26,0,0,,133,553,100,54,50,14,59,0,2,176,11.909774436090226,3.992481203007519,2.983050847457627,0.9473684210526315,0.3182640144665461,0.10669077757685352,0.2115732368896926,0.2032520325203252,1.1954887218045114,0.2847682119205298,0.7532281205164992,,,3.264224139192051,3.1823245703192726,,,,,,,,,721,5.421052631578948,652,4.902255639097745,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Pablo López","MIN",12,10,,3.8497109826589595,30,30,0,0,,173,721,159,80,74,22,45,1,8,183,9.520231213872833,2.341040462427746,4.066666666666666,1.1445086705202312,0.2538141470180305,0.06241331484049931,0.1914008321775312,0.23802395209580837,1.1791907514450868,0.2958963282937365,0.7159353348729792,,,3.6231271771337257,3.17296852600709,,,,,,,,,803.1999999999998,4.642774566473987,786,4.543352601156069,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Sandy Alcantara","MIA",9,7,,3.4242232748883965,24,24,0,0,,157.6999969482422,643,144,65,60,15,36,1,6,135,7.7045023684988925,2.054533964933038,3.75,0.8560558187220991,0.2099533437013997,0.05598755832037325,0.15396578538102645,0.23960066555740434,1.1414077582961322,0.2860310421286031,0.7232704402515723,,,3.489878643140366,3.146388249932723,,,,,,,,,752.079977416992,4.769055117127414,737.4999847412109,4.676601135149429,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Tyler Glasnow","LAD",10,5,,3.411290322580645,22,22,0,0,,124,493,97,51,47,16,35,0,0,153,11.10483870967742,2.5403225806451615,4.371428571428571,1.1612903225806452,0.3103448275862069,0.07099391480730223,0.2393509127789047,0.21179039301310043,1.064516129032258,0.28027681660899656,0.739051094890511,,,3.222931391193021,3.035028509066879,,,,,,,,,669.5999999999999,5.3999999999999995,613,4.943548387096774,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Hunter Greene","CIN",8,7,,3.723335561491392,27,27,0,0,,154.6999969482422,628,113,69,64,17,53,0,18,174,10.122818557804722,3.083387261860059,3.2830188679245285,0.9890110085211511,0.2770700636942675,0.08439490445859872,0.1926751592356688,0.20287253141831238,1.0730446236242555,0.26229508196721313,0.6821378340365682,,,3.722394462818024,3.0125029083751564,,,,,,,,,776.8799774169922,5.0218486925821475,687.4999847412109,4.444085315471772,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Michael King","SDP",13,7,,3.3189920720882604,29,28,0,0,,162.6999969482422,681,138,65,60,17,59,2,7,177,9.791026612660369,3.263675537553456,3,0.9403810870916738,0.2599118942731278,0.08663729809104258,0.17327459618208518,0.22439024390243903,1.2108174781507173,0.28741092636579574,0.7621247113163973,,,3.565988083263382,3.008852034493026,,,,,,,,,792.079977416992,4.868346602790454,748.4999847412109,4.600491695026413,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Spencer Schwellenbach","ATL",11,6,,3.4592042443920863,27,27,0,0,,148.3000030517578,604,134,62,57,17,30,1,7,147,8.921105682905907,1.8206338128379402,4.9,1.0316924939414995,0.2433774834437086,0.04966887417218543,0.19370860927152317,0.23633156966490299,1.1058664640941562,0.2903225806451613,0.7275320970042797,,,3.4227171297262458,2.93521631982062,,,,,,,,,722.9200225830077,4.87471347071182,703.5000152587891,4.743762648563549,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Cole Ragans","KCR",10,8,,3.6994220378274894,30,27,0,0,,155.6999969482422,656,137,69,64,17,57,1,4,172,9.942196726661377,3.294797752440108,3.017543859649123,0.9826589787979269,0.2621951219512195,0.08689024390243902,0.1753048780487805,0.23025210084033612,1.2459858946849531,0.2955665024630542,0.7344300822561692,,,3.551836240563492,2.93086405267704,,,,,,,,,747.8799774169922,4.80333970504574,718.4999847412109,4.6146435377263035,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Framber Valdez","HOU",13,8,,3.335294117647059,27,27,0,0,,170,708,147,68,63,16,58,0,9,157,8.311764705882354,3.070588235294118,2.706896551724138,0.8470588235294118,0.22175141242937854,0.08192090395480225,0.1398305084745763,0.22932917316692666,1.2058823529411764,0.2799145299145299,0.7502738225629793,,,3.7253033077015596,2.873440975094545,,,,,,,,,792,4.658823529411765,755,4.4411764705882355,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Cristopher Sánchez","PHI",9,7,,3.7941722778741793,29,28,0,0,,161.3000030517578,673,155,74,68,18,41,0,5,139,7.755734509183984,2.287662696953549,3.3902439024390243,1.0043397206137534,0.2065378900445765,0.06092124814264487,0.14561664190193163,0.24720893141945774,1.215127069384541,0.29148936170212764,0.7142857142857142,,,3.749244801361973,2.8393960068720245,,,,,,,,,709.2200225830077,4.396900242806776,712.5000152587891,4.417234976927822,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tanner Houck","BOS",9,7,,3.857142857142857,28,26,0,0.6410999894142151,,154,651,144,71,66,13,46,1,13,137,8.006493506493506,2.688311688311688,2.9782608695652173,0.7597402597402597,0.21044546850998463,0.0706605222734255,0.13978494623655913,0.24324324324324326,1.2337662337662338,0.29638009049773756,0.6926658905704307,,,3.634012245822263,2.806583204675461,,,,,,,,,704.8643999576568,4.577041558166603,700.5643999576569,4.549119480244525,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Kevin Gausman","TOR",12,9,,3.682578975583762,28,28,0,0,,161.3000030517578,677,154,71,66,21,45,0,2,158,8.815870880942946,2.510849301534383,3.511111111111111,1.1717296740493788,0.23338257016248154,0.06646971935007386,0.1669128508124077,0.24444444444444444,1.2337259530996105,0.29490022172949004,0.7547169811320755,,,3.774043312982066,2.7824996907727755,,,,,,,,,709.9200225830077,4.401239982340293,708.5000152587891,4.392436465307729,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Ranger Suarez","PHI",11,7,,3.5827042617264633,28,26,0,0.593999981880188,,145.6999969482422,610,135,63,58,14,45,1,4,130,8.030199207317935,2.77968434099467,2.888888888888889,0.8647906838650085,0.21311475409836064,0.07377049180327869,0.13934426229508196,0.24064171122994651,1.2354152626642978,0.290167865707434,0.7294264339152119,,,3.640055628977776,2.7387663173203705,,,,,,,,,670.3559773445129,4.600933365720297,661.8759846687317,4.542731630281732,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Justin Steele","CHC",8,6,,3.390191971187241,26,25,0,0,,140.6999969482422,581,127,57,53,14,37,0,5,133,8.50746287109251,2.3667377912061873,3.5945945945945947,0.8955224074834222,0.2289156626506024,0.06368330464716007,0.16523235800344233,0.23562152133580705,1.1656005938673115,0.288265306122449,0.7409972299168974,,,3.464987247450936,2.719632752874455,,,,,,,,,678.7799774169921,4.824306980381014,661.4999847412109,4.701492530838859,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Brandon Pfaadt","ARI",11,7,,3.76875,28,28,0,0.6502000093460083,,160,665,151,72,67,20,36,0,7,160,9,2.025,4.444444444444445,1.125,0.24060150375939848,0.05413533834586466,0.18646616541353384,0.2427652733118971,1.16875,0.29638009049773756,0.7232704402515723,,,3.597729778289795,2.7073760541800023,,,,,,,,,739.000800037384,4.61875500023365,733.600800037384,4.58500500023365,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Tanner Bibee","CLE",11,8,,3.409937888198758,29,29,0,0,,161,662,141,66,61,20,45,0,6,162,9.055900621118013,2.515527950310559,3.6,1.1180124223602483,0.24471299093655588,0.06797583081570997,0.1767371601208459,0.23076923076923078,1.15527950310559,0.28205128205128205,0.759493670886076,,,3.7192748093456958,2.670266021442682,,,,,,,,,749.8000000000001,4.6571428571428575,716,4.447204968944099,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Luis Castillo","SEA",12,8,,3.496712428744056,29,29,0,0,,167.3000030517578,688,146,70,65,20,48,1,6,168,9.037656738907714,2.582187639687918,3.5,1.0759115165366326,0.2441860465116279,0.06976744186046512,0.17441860465116277,0.2302839116719243,1.1595935233783705,0.2825112107623318,0.7469879518072289,,,3.680526391746186,2.5983594172017703,,,,,,,,,786.4200225830078,4.7006575507336485,750.5000152587891,4.485953386543609,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Nestor Cortes","MIL",10,7,,3.564935064935065,28,26,0,0.6028000116348267,,154,627,136,66,61,21,39,0,3,155,9.058441558441558,2.279220779220779,3.9743589743589745,1.2272727272727273,0.24720893141945774,0.06220095693779904,0.1850079744816587,0.23247863247863249,1.1363636363636365,0.28117359413202936,0.7486263736263736,,,3.744401856211873,2.5846640383472748,,,,,,,,,714.1112000465395,4.6370857145879185,683.4112000465393,4.437735065237268,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Kyle Bradish","BAL",8,6,,3.330763378293625,24,24,0,0.6330999732017517,,129.6999969482422,534,110,52,48,12,41,0,7,129,8.951426579164117,2.845027052292471,3.1463414634146343,0.8326908445734063,0.24157303370786518,0.07677902621722846,0.16479400749063672,0.22633744855967078,1.1642251623202253,0.28405797101449276,0.7377049180327869,,,3.4903039956238975,2.547419492411944,,,,,,,,,642.7123773097991,4.955376965554429,609.032384634018,4.6957008401245925,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Gerrit Cole","NYY",10,7,,3.6875,25,25,0,0,,144,585,123,64,59,20,39,0,4,150,9.375,2.4375,3.8461538461538463,1.25,0.2564102564102564,0.06666666666666667,0.18974358974358974,0.22693726937269373,1.125,0.2768817204301075,0.7313432835820896,,,3.7845353338453505,2.4959465024431964,,,,,,,,,670.8000000000002,4.658333333333335,631,4.381944444444445,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Brayan Bello","BOS",11,11,,4.098894030636512,29,28,0,0,,153.6999969482422,666,151,76,70,15,56,0,6,141,8.256343690282117,3.2791152245092094,2.517857142857143,0.8783344351363954,0.21171171171171171,0.08408408408408409,0.12762762762762764,0.25,1.3467794672091395,0.30357142857142855,0.7043010752688172,,,3.8105916973898184,2.4925306822306244,,,,,,,,,656.2799774169922,4.269876320413927,669.4999847412109,4.355888080899977,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Clay Holmes","NYM",10,8,,3.563605820347615,25,17,0,0.6718999743461609,,118.69999694824219,516,119,51,47,8,37,2,5,105,7.961247045457438,2.8053918160183353,2.8378378378378377,0.6065712034634239,0.20348837209302326,0.07170542635658915,0.13178294573643412,0.2510548523206751,1.314237607504085,0.3074792243767313,0.7251381215469612,,,3.334971779251857,2.4459025021220717,,,,,,,,,557.2675773143769,4.694756458649003,576.1875846385956,4.854149953262726,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Hunter Brown","HOU",11,8,,3.72,29,26,0,0,,150,637,135,67,62,17,54,0,5,154,9.24,3.24,2.8518518518518516,1.02,0.24175824175824176,0.0847723704866562,0.15698587127158556,0.23356401384083045,1.26,0.28992628992628994,0.738498789346247,,,3.766479778289795,2.4268174950241623,,,,,,,,,680.9000000000001,4.539333333333334,660,4.4,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Bailey Ober","MIN",10,8,,3.849056603773585,29,29,0,0,,159,645,142,74,68,24,38,0,5,161,9.11320754716981,2.150943396226415,4.2368421052631575,1.3584905660377358,0.2496124031007752,0.05891472868217054,0.19069767441860466,0.23588039867109634,1.1320754716981132,0.2829736211031175,0.7240437158469946,,,3.91490745124577,2.368337740412873,,,,,,,,,705.2,4.435220125786164,676,4.251572327044025,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Reid Detmers","LAA",9,11,,4.172185430463577,27,27,0,0.6287000179290771,,151,641,137,76,70,20,52,1,8,164,9.774834437086092,3.0993377483443707,3.1538461538461537,1.1920529801324504,0.25585023400936036,0.0811232449297972,0.17472698907956316,0.23580034423407917,1.2516556291390728,0.2947103274559194,0.7018633540372671,,,3.908201632594431,2.3594907347282637,,,,,,,,,665.7148000717164,4.408707285243155,645.5148000717163,4.274932450806069,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Shota Imanaga","CHC",9,7,,3.523556806589529,27,27,0,0,,150.6999969482422,620,138,64,59,21,35,1,6,152,9.077637874603532,2.0902455632310764,4.3428571428571425,1.2541473379386459,0.24516129032258063,0.056451612903225805,0.18870967741935482,0.23834196891191708,1.1479761347269086,0.2881773399014778,0.7590529247910864,,,3.7769641967572842,2.357117912099851,,,,,,,,,679.0799774169923,4.506171142460088,661.4999847412109,4.389515581532511,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Shane McClanahan","TBR",8,5,,3.1707317947272404,19,19,0,0.6854000091552734,,110.69999694824219,444,92,42,39,12,28,1,2,117,9.512195384181721,2.27642282698366,4.178571428571429,0.975609782992997,0.2635135135135135,0.06306306306306306,0.20045045045045043,0.2222222222222222,1.084010869992219,0.2807017543859649,0.7558139534883721,,,3.274880865289017,2.3562321237689345,,,,,,,,,579.1215774536132,5.231450708389645,544.241584777832,4.916364948341347,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Joe Ryan","MIN",9,8,,3.819806316774953,24,24,0,0,,134.3000030517578,544,116,62,57,19,31,0,7,144,9.650037010799881,2.077438523158308,4.645161290322581,1.2732687722583178,0.2647058823529412,0.05698529411764706,0.20772058823529413,0.22924901185770752,1.0945643831694312,0.282798833819242,0.7059800664451827,,,3.7100389617684923,2.323655429806117,,,,,,,,,632.5200225830077,4.709754342591051,598.5000152587891,4.456440816521303,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Carlos Rodón","NYY",11,10,,4.088176436046255,27,27,0,0,,149.6999969482422,623,129,74,68,21,50,0,7,164,9.859719639876262,3.0060120853281287,3.28,1.2625250758378141,0.26324237560192615,0.08025682182985554,0.1829855537720706,0.22791519434628976,1.1957248072749667,0.28346456692913385,0.7018716577540107,,,3.941362893618824,2.3229649187916177,,,,,,,,,671.0799774169923,4.482832271860459,632.4999847412109,4.225116884670971,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Sonny Gray","STL",10,8,,3.6986301369863015,26,26,0,0,,146,602,129,65,60,19,41,0,6,152,9.36986301369863,2.5273972602739727,3.707317073170732,1.1712328767123288,0.25249169435215946,0.0681063122923588,0.18438538205980065,0.23243243243243245,1.1643835616438356,0.2864583333333333,0.7322175732217573,,,3.74182224404322,2.3146089886092067,,,,,,,,,674.3,4.618493150684931,646,4.424657534246576,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Nick Martinez","CIN",8,6,,3.525,43,13,0,0.6014000177383423,,120,498,115,51,47,11,30,0,4,105,7.875,2.25,3.5,0.825,0.21084337349397592,0.060240963855421686,0.15060240963855423,0.2478448275862069,1.2083333333333333,0.2988505747126437,0.7253086419753086,,,3.4581464449564616,2.305516649262001,,,,,,,,,564.1056000709534,4.700880000591279,567.4056000709534,4.728380000591278,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"MacKenzie Gore","WSN",9,10,,3.972413793103448,28,28,0,0,,145,628,136,69,64,17,55,0,6,153,9.49655172413793,3.413793103448276,2.7818181818181817,1.0551724137931036,0.24363057324840764,0.0875796178343949,0.15605095541401276,0.23985890652557318,1.3172413793103448,0.29974811083123426,0.729665071770335,,,3.8423418472553124,2.302205051698543,,,,,,,,,633.3,4.367586206896552,627,4.324137931034483,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Roki Sasaki","LAD",9,6,,3.5675675675675675,21,21,0,0,,111,462,94,48,44,15,30,1,8,134,10.864864864864865,2.4324324324324325,4.466666666666667,1.2162162162162162,0.29004329004329005,0.06493506493506493,0.22510822510822512,0.22169811320754718,1.117117117117117,0.2872727272727273,0.7378640776699029,,,3.5358491476591647,2.296744627150475,,,,,,,,,546.5000000000001,4.923423423423425,514,4.63063063063063,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Freddy Peralta","MIL",10,9,,3.840764331210191,29,29,0,0,,157,649,126,72,67,21,59,0,8,176,10.089171974522293,3.3821656050955413,2.983050847457627,1.2038216560509554,0.2711864406779661,0.09090909090909091,0.1802773497688752,0.21649484536082475,1.178343949044586,0.2727272727272727,0.7262210796915167,,,3.943549841984063,2.2930577880058056,,,,,,,,,726.9,4.629936305732484,663,4.222929936305732,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Zach Eflin","BAL",10,8,,3.7881872942251857,26,25,0,0,,147.3000030517578,608,148,67,62,19,26,1,4,120,7.331975408177779,1.588594671771852,4.615384615384615,1.1608961062948149,0.19736842105263158,0.04276315789473684,0.15460526315789475,0.2560553633217993,1.1812627046508644,0.2938496583143508,0.7259158751696065,,,3.8249997918020586,2.2921518842596513,,,,,,,,,621.5200225830079,4.219416223396955,639.5000152587891,4.3414799864877365,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Zac Gallen","ARI",13,7,,3.450834944533782,28,28,0,0,,161.6999969482422,667,141,67,62,19,52,0,6,156,8.682745989472096,2.894248663157365,3,1.0575139346151912,0.23388305847076463,0.07796101949025487,0.15592203898050977,0.2315270935960591,1.1935683589516486,0.28110599078341014,0.7572115384615384,,,3.840567607956788,2.260746285255531,,,,,,,,,734.2799774169922,4.5410018013298075,699.4999847412109,4.325912170333007,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Mitch Keller","PIT",10,10,,4.001185608836097,29,29,0,0,,168.6999969482422,721,163,81,75,20,51,0,12,152,8.109069500574488,2.7208062140085456,2.980392156862745,1.066982829022959,0.21081830790568654,0.07073509015256588,0.14008321775312066,0.24772036474164133,1.268524030060629,0.294238683127572,0.7150537634408602,,,4.025993723891623,2.253087480326723,,,,,,,,,693.5799774169923,4.111321813655903,698.4999847412109,4.140486054398172,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Reynaldo López","ATL",9,5,,3.190436852955972,33,20,0,0,,121.30000305175781,499,103,46,43,12,42,1,2,128,9.49711435298522,3.116240647073275,3.0476190476190474,0.8903544705923643,0.2565130260521042,0.0841683366733467,0.1723446893787575,0.22637362637362637,1.1953833169990076,0.28888888888888886,0.7722308892355695,,,3.4302885103171623,2.243152664234879,,,,,,,,,606.2200225830079,4.997691733975788,574.5000152587891,4.736191267972633,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Bryan Woo","SEA",7,5,,3.5364876567161496,26,26,0,0,,124.69999694824219,501,108,53,49,14,25,0,7,118,8.51643966311236,1.8043304371000763,4.72,1.0104250447760428,0.23552894211576847,0.0499001996007984,0.18562874251497008,0.2302771855010661,1.0665597694858229,0.2789317507418398,0.7054673721340388,,,3.503288126548476,2.2074198841820283,,,,,,,,,609.7799774169921,4.889975880834116,581.4999847412109,4.663191651741319,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Bryce Miller","SEA",10,8,,3.638660700541306,29,29,0,0,,158.3000030517578,642,138,69,64,20,41,0,6,148,8.414402870001771,2.3310170112842745,3.6097560975609757,1.1370814689191582,0.23052959501557632,0.06386292834890965,0.16666666666666669,0.2319327731092437,1.1307643496473851,0.27634660421545665,0.7284768211920529,,,3.829777301825971,2.1722256513143847,,,,,,,,,721.620022583008,4.55855975155646,686.5000152587891,4.336702476463825,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Seth Lugo","KCR",11,9,,3.840445341497273,30,26,0,0,,161.6999969482422,679,158,75,69,20,45,1,5,137,7.625232054856904,2.504638266193874,3.0444444444444443,1.1131725627528328,0.20176730486008837,0.0662739322533137,0.1354933726067747,0.25119236883942764,1.2554112791045837,0.2923728813559322,0.7314285714285714,,,4.007543492369713,2.1623448961653255,,,,,,,,,663.7799774169923,4.1050092142516155,672.4999847412109,4.158936285920082,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Jack Flaherty","DET",8,9,,3.838235294117647,25,25,0,0,,136,575,119,63,58,17,47,1,8,147,9.727941176470589,3.110294117647059,3.127659574468085,1.125,0.25565217391304346,0.0817391304347826,0.17391304347826086,0.22884615384615384,1.2205882352941178,0.28651685393258425,0.7243319268635725,,,3.8429503665250895,2.1461234165898713,,,,,,,,,616.9000000000001,4.536029411764707,588,4.323529411764706,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
